TimeStamp,TDT6_VWC,LWIN,LWOUT,SWIN,SWOUT,RN,PRECIP,PA,TA,WS,RH,STP_TSOIL20
2017-10-14 12:00:00+00:00,27.706,352.819,393.235,82.288,15.673,26.198,0,1014.137,16.203,3.593,84.071,14.02
2017-10-15 12:00:00+00:00,27.355,338.667,389.435,120.278,24.041,45.469,0.002,1009.236,15.136,3.301,87.151,14.057
2017-10-16 12:00:00+00:00,26.969,344.06,394.119,79.611,15.877,13.675,0.001,1006.943,16.547,4.554,78.878,14.212
2017-10-17 12:00:00+00:00,26.549,314.456,369.579,76.564,16.422,5.02,0,1009.084,11.865,3.284,71.328,13.759
2017-10-18 12:00:00+00:00,26.395,377.14,379.146,24.107,4.194,17.906,0.064,1003.243,12.652,1.989,91.159,13.451
2017-10-19 12:00:00+00:00,26.24,380.46,391.271,46.434,8.055,27.568,0.015,995.871,15.039,3.537,93.608,14.001
2017-10-20 12:00:00+00:00,26.316,353.865,373.465,28.226,5.284,3.342,0.085,994.389,12.14,4.962,86.608,14.045
2017-10-21 12:00:00+00:00,26.161,343.902,377.906,86.668,16.792,35.873,0.048,993.153,13.077,6.322,79.601,13.492
2017-10-22 12:00:00+00:00,26.03,313.963,361.683,60.187,11.623,0.843,0,1001.18,10.196,5.392,72.235,12.966
2017-10-23 12:00:00+00:00,26.002,354.408,372.983,37.884,6.985,12.324,0,1008.044,11.657,2.66,92.394,12.332
2017-10-24 12:00:00+00:00,26.029,376.644,394.071,56.198,9.955,28.815,0.002,1007.712,15.882,4.679,87.832,13.199
2017-10-25 12:00:00+00:00,26.07,333.977,380.631,81.795,15.57,19.57,0,1010.402,14.162,3.208,78.854,13.747
2017-10-26 12:00:00+00:00,25.983,339.148,367.76,51.293,9.515,13.166,0,1015.142,10.891,1.633,89.588,13.072
2017-10-27 12:00:00+00:00,25.964,290.11,356.6,102.514,21.06,14.965,0.001,1022.24,9.151,2.994,84.619,12.769
2017-10-28 12:00:00+00:00,25.953,322.85,363.467,54.379,10.453,3.31,0.002,1013.757,10.188,5.409,85.802,11.809
2017-10-29 12:00:00+00:00,25.896,320.308,362.954,65.686,12.827,10.213,0.016,1012.259,10.12,5.102,77.947,12.162
2017-10-30 12:00:00+00:00,25.767,288.058,343.34,82.015,16.494,10.24,0,1020.457,6.229,2.625,86.595,11.365
2017-10-31 12:00:00+00:00,25.708,332.21,357.252,46.806,8.802,12.962,0,1015.348,8.774,3.115,84.173,10.819
2017-11-01 12:00:00+00:00,25.702,312.825,357.933,49.812,9.909,-5.206,0,1009.532,9.566,2.556,87.707,10.999
2017-11-02 12:00:00+00:00,25.675,324.662,355.133,38.144,7.653,0.02,0.005,1005.912,8.449,1.807,93.517,10.746
2017-11-03 12:00:00+00:00,25.659,326.642,362.433,75.212,14.98,24.441,0,1004.359,9.89,1.674,89.447,10.981
2017-11-04 12:00:00+00:00,25.676,349.34,364.321,18.804,3.628,0.195,0.059,995.154,10.215,3.036,92.652,11.176
2017-11-05 12:00:00+00:00,25.647,277.119,340.102,69.266,14.62,-8.336,0,1003.8,5.587,3.618,84.321,10.554
2017-11-06 12:00:00+00:00,25.503,257.808,332.227,83.532,18.159,-9.046,0,1015.114,4.318,2.323,85.334,9.505
2017-11-07 12:00:00+00:00,25.452,336.973,354.733,45.435,8.898,18.777,0.038,1009.134,8.431,4.263,83.555,9.264
2017-11-08 12:00:00+00:00,25.464,326.417,347.798,27.537,5.272,0.884,0.001,1011.667,6.7,4.18,93.794,9.645
2017-11-09 12:00:00+00:00,25.471,308.673,343.84,34.356,6.861,-7.671,0,1013.07,6.318,2.455,91.923,9.231
2017-11-10 12:00:00+00:00,25.449,303.96,349.283,63.768,12.946,5.499,0.002,1008.437,7.765,4.459,78.564,9.258
2017-11-11 12:00:00+00:00,25.419,320.133,342.956,42.989,8.462,11.704,0.049,1002.255,5.844,2.023,92.475,9.046
2017-11-12 12:00:00+00:00,25.405,294.352,337.01,62.872,13.305,6.908,0.014,1000.677,4.835,5.73,86.096,8.639
2017-11-13 12:00:00+00:00,25.348,265.344,327.773,67.486,14.331,-9.274,0,1014.375,3.188,4.225,86.76,7.883
2017-11-14 12:00:00+00:00,25.405,338.946,350.504,33.351,6.041,15.752,0.013,1013.345,7.423,2.978,90.167,7.732
2017-11-15 12:00:00+00:00,25.485,356.346,362.76,23.941,4.219,13.308,0,1014.345,9.697,1.517,96.975,8.746
2017-11-16 12:00:00+00:00,25.526,323.706,356.238,36.338,7.323,-3.516,0,1013.344,8.867,2.814,90.722,9.372
2017-11-17 12:00:00+00:00,25.461,260.338,325.619,67.315,14.366,-12.332,0,1018.676,3.374,1.716,85.671,8.512
2017-11-18 12:00:00+00:00,25.544,288.654,337.31,50.514,10.649,-8.791,0,1011.857,5.33,3.052,85.6,7.738
2017-11-19 12:00:00+00:00,25.535,264.004,326.344,64.24,14.175,-12.274,0,1012.628,3.151,2.901,80.157,7.34
2017-11-20 12:00:00+00:00,25.624,343.965,355.25,18.376,3.648,3.443,0.012,1004.995,8.633,3.758,90.979,7.393
2017-11-21 12:00:00+00:00,25.669,361.294,370.238,23.309,4.148,10.217,0.012,999.323,11.682,4.774,88.61,8.66
2017-11-22 12:00:00+00:00,25.673,339.223,374.617,44.17,9.032,-0.255,0,988.47,13.122,6.964,73.787,9.505
2017-11-23 12:00:00+00:00,25.558,318.621,360.785,55.596,12.074,1.358,0.046,987.357,10.41,6.195,70.708,9.741
2017-11-24 12:00:00+00:00,25.484,268.319,326.865,44.689,10.074,-23.931,0,1000.631,4.135,1.511,85.944,8.808
2017-11-25 12:00:00+00:00,25.485,253.179,317.692,44.194,10.239,-30.557,0.002,1005.083,1.352,3.309,86.655,7.215
2017-11-26 12:00:00+00:00,25.452,265.273,327.019,55.751,12.581,-18.575,0,1012.012,3.324,4.362,81.574,6.465
2017-11-27 12:00:00+00:00,25.505,321.262,345.056,32.186,6.904,1.488,0.132,1002.039,6.813,5.036,86.077,6.819
2017-11-28 12:00:00+00:00,25.566,268.158,326.74,51.772,11.499,-18.308,0.001,997.537,3.148,3.852,85.516,6.708
2017-11-29 12:00:00+00:00,25.611,283.946,327.144,45.457,9.471,-7.213,0.014,998.839,2.664,6.101,92.215,6.073
2017-11-30 12:00:00+00:00,25.667,269.29,315.787,42.081,8.944,-13.361,0.016,999.918,0.326,6.854,86.612,5.314
2017-12-01 12:00:00+00:00,26.066,290.367,326.798,41.57,8.873,-3.734,0.042,1009.651,2.817,5.254,91.456,4.894
2017-12-02 12:00:00+00:00,27.037,306.765,330.323,36.357,7.201,5.597,0.002,1016.393,3.215,2.438,91.832,5.048
2017-12-03 12:00:00+00:00,27.681,332.419,343.935,21.518,3.96,6.041,0,1016.373,6.068,2.342,97.819,5.698
2017-12-04 12:00:00+00:00,27.946,298.283,334.571,47.128,10.079,0.762,0.004,1022.424,4.585,2.284,93.431,5.792
2017-12-05 12:00:00+00:00,28.319,335.89,345.048,9.643,1.711,-1.227,0,1024.419,6.68,2.976,84.708,6.072
2017-12-06 12:00:00+00:00,28.604,336.606,350.308,15.07,2.691,-1.323,0,1016.991,7.902,4.544,78.489,6.52
2017-12-07 12:00:00+00:00,28.812,324.681,348.075,10.319,2.658,-15.733,0.047,999.615,7.532,6.214,83.885,7.056
2017-12-08 12:00:00+00:00,29.077,245.01,318.24,44.647,10.692,-39.275,0,1003.073,1.536,5.557,78.715,6.128
2017-12-09 12:00:00+00:00,29.418,247.606,311.754,36.586,8.819,-36.381,0,1003.449,-0.039,3.921,84.403,4.656
2017-12-10 12:00:00+00:00,34.729,304.34,315.04,13.631,10.907,-7.976,0.231,973.704,0.1,3.178,96.081,3.931
2017-12-11 12:00:00+00:00,41.438,305.148,316.844,5.531,3.832,-9.997,0.22,975.598,0.872,4.929,95.294,3.8
2017-12-12 12:00:00+00:00,37.981,256.627,308.265,54.686,23.417,-20.369,0.012,996.54,-0.452,3.517,90.988,3.574
2017-12-13 12:00:00+00:00,40.208,322.329,333.044,13.615,2.841,0.059,0.167,985.711,4.344,4.535,93.529,3.669
2017-12-14 12:00:00+00:00,39.293,264.238,322.848,40.845,9.369,-27.134,0.02,980.063,2.702,4.698,84.011,3.977
2017-12-15 12:00:00+00:00,37.03,295.8,325.323,16.912,3.784,-16.395,0.036,987.187,2.576,5.268,92.752,3.703
2017-12-16 12:00:00+00:00,36.884,244.2,316.152,42.93,9.986,-39.008,0,1006.378,1.086,4.101,87.191,3.55
2017-12-17 12:00:00+00:00,37.345,285.812,320.342,18.27,5.089,-21.348,0.069,1011.814,1.498,3.545,95.087,2.999
2017-12-18 12:00:00+00:00,38.927,255.269,323.638,45.173,10.01,-33.205,0,1018.336,2.88,3.124,90.688,3.425
2017-12-19 12:00:00+00:00,36.685,285.567,324.258,30.985,6.611,-14.318,0.001,1024.196,2.595,2.356,94.248,3.208
2017-12-20 12:00:00+00:00,36.447,353.808,352.242,11.462,1.659,11.37,0.003,1024.573,7.721,1.935,99.646,4.134
2017-12-21 12:00:00+00:00,36.454,362.419,361.308,13.61,1.965,12.755,0.003,1024.931,9.621,2.223,97.669,5.642
2017-12-22 12:00:00+00:00,36.437,351.919,356.619,12.407,2.097,5.61,0,1025.605,8.603,2.183,96.185,6.564
2017-12-23 12:00:00+00:00,36.28,343.875,354.383,14.394,2.458,1.428,0,1022.397,8.179,4.577,94.244,6.967
2017-12-24 12:00:00+00:00,36.225,341.375,354.746,20.113,3.672,3.07,0,1013.508,8.439,5.338,89.286,7.092
2017-12-25 12:00:00+00:00,36.124,346.871,356.523,8.562,1.76,-2.85,0.005,998.108,8.93,6.502,87.174,7.456
2017-12-26 12:00:00+00:00,37.474,304.054,335.796,43.469,9.756,1.972,0.278,984.251,4.692,4.964,88.318,6.909
2017-12-27 12:00:00+00:00,42.613,302.89,327.623,5.472,1.441,-20.702,0.165,975.998,2.863,6.222,89.617,5.982
2017-12-28 12:00:00+00:00,41.775,232.763,313.396,46.004,10.94,-45.569,0,991.859,0.681,4.198,84.938,4.392
2017-12-29 12:00:00+00:00,41.73,285.202,324.829,24.661,5.393,-20.358,0.193,987.646,3.207,4.918,84.441,3.671
2017-12-30 12:00:00+00:00,43.436,328.775,352.596,27.037,5.16,-1.944,0.139,986.06,9.141,5.327,82.035,4.648
2017-12-31 12:00:00+00:00,42.931,338.265,357.754,18.302,3.84,-5.027,0.059,984.723,9.535,5.574,87.806,6.25
2018-01-01 12:00:00+00:00,42.894,286.256,335.144,17.155,3.829,-35.561,0.006,988.189,5.112,4.588,84.858,6.074
2018-01-02 12:00:00+00:00,42.168,308.34,338.223,9.579,2.392,-22.696,0.075,994.677,5.631,4.6,89.381,5.45
2018-01-03 12:00:00+00:00,43.894,291.225,344.719,36.047,7.636,-25.082,0.114,983.468,7.837,7.95,71.05,5.947
2018-01-04 12:00:00+00:00,43.461,311.596,341.494,12.22,2.596,-20.274,0.041,983.856,6.544,5.106,82.787,5.789
2018-01-05 12:00:00+00:00,43.074,300.725,332.977,22.576,4.991,-14.667,0.004,984.681,4.725,3.502,86.752,5.534
2018-01-06 12:00:00+00:00,42.342,274.042,321.394,27.835,6.14,-25.657,0.002,1000.57,2.019,3.591,91.155,4.862
2018-01-07 12:00:00+00:00,41.777,248.225,319.638,47.185,10.991,-35.219,0.016,1016.652,2.309,5.173,77.861,4.181
2018-01-08 12:00:00+00:00,41.628,309.967,326.875,5.01,1.102,-13.001,0,1012.849,2.947,3.927,87.165,3.734
2018-01-09 12:00:00+00:00,41.429,332.917,336.296,6.659,1.294,1.986,0,998.957,4.418,2.156,93.535,4.3
2018-01-10 12:00:00+00:00,42.118,347.879,347.015,8.683,1.698,7.849,0.113,995.148,6.634,3,98.475,5.096
2018-01-11 12:00:00+00:00,43.433,345.335,345.177,10.314,1.771,8.701,0.069,1007.791,6.06,1.939,98.979,5.664
2018-01-12 12:00:00+00:00,43.589,335.396,339.771,28.657,5.227,19.055,0,1016.619,5.176,1.313,94.542,5.824
2018-01-13 12:00:00+00:00,43.116,321.421,336.025,14.459,2.869,-3.014,0,1012.087,4.474,3.31,89.506,5.645
2018-01-14 12:00:00+00:00,42.781,322.802,334.742,9.229,1.73,-4.44,0,1008.532,4.215,1.917,83.499,5.454
2018-01-15 12:00:00+00:00,43.302,321.881,342.213,11.211,2.705,-11.825,0.11,988.271,6.257,5.962,88.29,5.536
2018-01-16 12:00:00+00:00,43.939,264.671,329.579,54.929,11.853,-21.832,0.003,983.286,4.306,5.86,75.053,5.366
2018-01-17 12:00:00+00:00,43.485,263.285,326.3,57.799,12.707,-17.923,0.005,992.292,3.581,6.221,71.473,4.461
2018-01-18 12:00:00+00:00,43.533,302.594,336.112,43.337,8.806,1.013,0.066,988.239,5.329,6.249,80.379,4.659
2018-01-19 12:00:00+00:00,43.157,252.533,319.488,58.004,12.456,-21.405,0,997.844,2.018,3.642,82.537,4.263
2018-01-20 12:00:00+00:00,43.287,305.958,320.523,12.154,2.517,-4.927,0.111,994.014,1.257,2.446,94.56,3.701
2018-01-21 12:00:00+00:00,44.101,318.821,318.569,10.353,3.901,6.704,0.191,1001.969,0.773,3.28,97.873,3.337
2018-01-22 12:00:00+00:00,44.602,309.238,340.027,52.82,10.029,12.002,0.002,1001.512,6.447,3.043,85.724,3.869
2018-01-23 12:00:00+00:00,44.497,339.117,353.256,21.177,3.733,3.305,0.044,1005.363,8.755,4.52,89.506,4.596
2018-01-24 12:00:00+00:00,44.527,338.029,356.871,9.217,2.298,-11.922,0.105,997.044,9.301,6.929,88.015,6.156
2018-01-25 12:00:00+00:00,44.822,264.629,337.596,61.616,12.748,-24.099,0,998.339,5.963,3.881,85.609,5.921
2018-01-26 12:00:00+00:00,44.39,279.888,326.017,57.364,11.307,-0.072,0,1008.849,2.935,1.807,96.185,5.059
2018-01-27 12:00:00+00:00,43.706,318.567,337.379,34.879,7.086,8.98,0.036,1015.597,5.105,4.262,93.489,4.582
2018-01-28 12:00:00+00:00,43.649,325.027,358.638,47.572,9.063,4.898,0,1018.402,9.965,5.614,86.774,5.674
2018-01-29 12:00:00+00:00,43.564,307.55,350.321,28.891,6.336,-20.216,0.029,1016.24,8.4,5.796,79.498,6.611
2018-01-30 12:00:00+00:00,43.44,271.894,328.654,68.144,13.913,-2.529,0,1016.384,3.361,2.612,86.454,5.68
2018-01-31 12:00:00+00:00,43.423,298.898,338.006,34.935,7.137,-11.31,0.032,993.921,5.57,5.538,80.04,5.691
2018-02-01 12:00:00+00:00,43.562,289.694,327.344,70.775,14.764,18.362,0.08,991.239,3.092,5.611,81.966,4.934
2018-02-02 12:00:00+00:00,43.881,278.152,328.931,59.479,11.876,-3.176,0,998.896,3.617,5.566,83.593,4.602
2018-02-03 12:00:00+00:00,43.717,298.796,327.956,34.603,6.44,-0.997,0,998.286,2.629,2.196,90.731,4.518
2018-02-04 12:00:00+00:00,43.311,282.356,322.871,45.192,9.051,-4.373,0,1014.331,1.92,4.405,81.791,4.366
2018-02-05 12:00:00+00:00,43.152,289.102,320,37.384,8.284,-1.798,0.005,1016.823,1.12,3.476,84.97,3.852
2018-02-06 12:00:00+00:00,43.049,275.148,316.883,47.87,10.076,-3.941,0,1008.112,0.33,2.859,83.499,3.674
2018-02-07 12:00:00+00:00,43.028,289.092,318.254,64.254,15.405,19.686,0.035,1009.537,0.665,3.201,90.928,3.443
2018-02-08 12:00:00+00:00,43.06,261.556,317.2,73.22,14.796,2.78,0,1007.684,1.3,3.542,81.668,3.039
2018-02-09 12:00:00+00:00,43.824,317.156,330.604,24.233,4.726,6.06,0.145,999.621,3.494,5.678,87.564,3.484
2018-02-10 12:00:00+00:00,44.38,293.44,326.027,36.638,7.415,-3.364,0.03,1000.889,2.707,4.668,90.491,3.311
2018-02-11 12:00:00+00:00,44.457,272.479,331.019,77.044,15.32,3.184,0.056,991.835,4.176,6.181,75.811,4.009
2018-02-12 12:00:00+00:00,44.197,238.075,318.404,99.887,20.304,-0.746,0,1003.254,1.636,3.876,75.817,3.382
2018-02-13 12:00:00+00:00,43.737,289.183,324.873,41.397,8.431,-2.724,0.015,994.911,2.659,5.851,86.061,3.076
2018-02-14 12:00:00+00:00,43.63,321.61,332.465,41.397,7.53,23.013,0.173,996.218,3.602,6.236,88.788,3.534
2018-02-15 12:00:00+00:00,44.529,294.592,340.602,106.026,20.508,39.507,0.007,999.395,6.261,4.423,77.288,4.291
2018-02-16 12:00:00+00:00,44.442,251.4,325.423,108.033,21.731,12.279,0,1014.053,3.14,2.412,80.007,4.008
2018-02-17 12:00:00+00:00,43.587,283.275,328.148,103.175,20.624,37.678,0,1013.134,3.496,1.671,82.569,3.714
2018-02-18 12:00:00+00:00,43.381,283.035,333.165,108.384,21.277,36.978,0,1012.802,4.262,2.279,87.756,3.783
2018-02-19 12:00:00+00:00,43.439,345.765,346.215,23.562,3.677,19.436,0.088,1007.112,6.286,1.854,97.481,4.514
2018-02-20 12:00:00+00:00,44.223,329.425,340.733,39.733,6.689,21.736,0.084,1010.258,4.996,3.186,95.442,5.295
2018-02-21 12:00:00+00:00,44.563,305.256,327.754,40.996,7.399,11.099,0.008,1017.185,2.383,2.02,92.258,4.887
2018-02-22 12:00:00+00:00,44.347,273.996,322.917,98.9,19.689,30.29,0,1015.311,1.711,3.164,75.103,4.644
2018-02-23 12:00:00+00:00,43.585,273.787,316.979,59.019,11.528,4.299,0,1012.844,0.978,3.282,73.613,3.796
2018-02-24 12:00:00+00:00,43.308,237.117,318.529,133.262,27.351,24.499,0,1013.824,1.375,4.481,69.179,3.303
2018-02-25 12:00:00+00:00,43.169,237.896,314.798,137.797,28.402,32.493,0,1019.532,0.041,4.327,62.676,2.974
2018-02-26 12:00:00+00:00,43.051,274.179,310.073,70.863,14.214,20.755,0,1021.512,-1.572,4.578,70.82,2.591
2018-02-27 12:00:00+00:00,42.941,236.373,302.485,130.298,31.928,32.257,0,1014.523,-3.27,2.983,81.074,2.373
2018-02-28 12:00:00+00:00,42.959,282.329,293.069,81.261,-4790.999,-4800.897,0.092,1007.973,-4.752,4.561,84.935,2.039
2018-03-01 12:00:00+00:00,42.99,289.652,297.681,45.644,34.639,2.976,0.004,994.465,-3.366,7.533,72.367,1.967
2018-03-02 12:00:00+00:00,42.9,298.144,305.327,57.45,39.054,11.212,0.012,986.037,-2.085,7.164,81.167,2.076
2018-03-03 12:00:00+00:00,42.99,315.679,317.938,42.662,25.491,14.912,0,984.919,0.681,3.878,95.835,2.184
2018-03-04 12:00:00+00:00,43.576,321.36,333.96,70.243,15.324,42.319,0.166,981.723,4.001,2.57,95.067,2.61
2018-03-05 12:00:00+00:00,44.223,333.146,338.01,60.807,10.66,45.283,0.001,980.335,4.536,3.265,96.008,3.525
2018-03-06 12:00:00+00:00,44.261,304.562,341.233,66.931,12.129,18.131,0,979.198,5.92,2.724,82.977,4.284
2018-03-07 12:00:00+00:00,44.189,307.429,332.479,55.113,9.745,20.318,0.175,984.35,4.025,2.197,88.372,4.396
2018-03-08 12:00:00+00:00,44.571,292.171,334.133,88.988,16.793,30.233,0.078,986.263,4.857,5.369,78.59,4.301
2018-03-09 12:00:00+00:00,44.56,305.029,338.706,89.097,15.846,39.574,0.146,992.78,4.814,2.789,89.87,4.243
2018-03-10 12:00:00+00:00,44.665,346.448,360.79,58.756,9.848,34.566,0.037,986.064,9.526,3.7,94.533,5.527
2018-03-11 12:00:00+00:00,44.476,345.933,350.279,31.103,5.19,21.566,0.087,982.988,7.159,2.26,96.733,6.168
2018-03-12 12:00:00+00:00,44.528,348.525,350.444,33.478,5.691,25.869,0.153,979.41,7.064,3.105,95.788,6.339
2018-03-13 12:00:00+00:00,44.69,317.692,342.644,72.384,12.454,34.978,0.001,996.42,5.692,3.31,84.45,6.399
2018-03-14 12:00:00+00:00,44.539,283.381,345.571,156.991,29.134,65.667,0,995.32,6.485,4.542,81.509,6.144
2018-03-15 12:00:00+00:00,44.223,338.994,349.996,40.124,7.134,21.987,0.004,982.564,7.147,4.551,86.813,6.367
2018-03-16 12:00:00+00:00,43.83,331.048,358.31,107.952,18.994,61.696,0.001,990.305,7.936,3.048,88.095,7.005
2018-03-17 12:00:00+00:00,43.614,303.394,313.115,39.062,19.907,9.435,0.014,998.019,-0.8,7.111,85.374,6.524
2018-03-18 12:00:00+00:00,43.409,292.771,308.879,44.372,19.662,8.602,0,1000.521,-0.932,6.726,67.634,4.859
2018-03-19 12:00:00+00:00,43.157,244.433,316.012,185.614,39.77,74.265,0,1006.738,0.194,6.141,63.502,4.008
2018-03-20 12:00:00+00:00,43.111,287.379,333.44,146.205,27,73.144,0.01,1017.697,3.449,4.529,73.266,4.241
2018-03-21 12:00:00+00:00,43.018,265.146,337.494,193.196,36.398,84.451,0,1019.919,4.041,3.047,72.308,4.69
2018-03-22 12:00:00+00:00,42.972,328.758,351.142,105.329,18.519,64.427,0.015,1008.254,7.17,4.216,74.71,5.553
2018-03-23 12:00:00+00:00,42.875,322.738,354.412,117.055,21.614,63.765,0,991.902,7.798,4.607,71.906,6.199
2018-03-24 12:00:00+00:00,42.839,339.496,350.306,50.746,8.98,30.955,0.001,992.106,6.42,1.674,88.807,6.654
2018-03-25 12:00:00+00:00,42.761,322.208,350.706,85.954,15.517,41.94,0,1001.192,6.748,2.026,83.186,6.995
2018-03-26 12:00:00+00:00,42.637,285.283,348.275,152.73,28.491,61.247,0,1006.999,6.387,2.275,70.577,7.048
2018-03-27 12:00:00+00:00,42.587,334.76,346.338,54.867,9.703,33.587,0.074,997.878,6.499,3.15,87.57,6.998
2018-03-28 12:00:00+00:00,43.122,329.785,338.808,48.516,9.101,30.392,0.153,993.628,4.579,2.026,89.281,7.025
2018-03-29 12:00:00+00:00,44.284,323.731,339.596,142.669,26.047,100.757,0.055,992.78,4.31,3.188,88.202,6.499
2018-03-30 12:00:00+00:00,44.414,336.058,342.438,68.036,12.209,49.448,0.193,986.83,5.308,3.08,93.744,6.567
2018-03-31 12:00:00+00:00,44.561,337.967,341.785,44.11,7.946,32.345,0.069,987.883,4.968,2.654,91.2,6.573
2018-04-01 12:00:00+00:00,44.586,330.438,341.725,62.208,10.609,40.312,0.007,1000.787,4.837,2.709,89.478,6.626
2018-04-02 12:00:00+00:00,44.524,345.654,352.042,68.632,11.742,50.503,0.291,990.959,7.301,4.321,91.868,6.835
2018-04-03 12:00:00+00:00,44.514,335.612,366.09,101.671,18.026,53.167,0,985.427,10.447,4.483,85.533,7.787
2018-04-04 12:00:00+00:00,44.285,322.167,361.565,148.955,27.536,82.022,0.01,985.51,9.297,5.305,82.729,8.231
2018-04-05 12:00:00+00:00,43.763,282.115,353.112,227.206,41.713,114.495,0,1003.979,6.108,4.092,67.876,8.469
2018-04-06 12:00:00+00:00,43.404,282.944,352.275,167.393,32.647,65.415,0,1003.274,7.585,3.951,79.939,8.361
2018-04-07 12:00:00+00:00,43.109,334.415,370.146,133.446,24.397,73.318,0.028,996.902,11.157,3.065,81.93,8.553
2018-04-08 12:00:00+00:00,43.189,364.146,367.927,53.996,9.234,40.981,0.045,998.817,9.971,1.56,95.646,9.398
2018-04-09 12:00:00+00:00,43.364,352.033,354.035,31.776,5.72,24.054,0.068,997.879,7.401,2.705,97.083,9.396
2018-04-10 12:00:00+00:00,44.671,341.573,364.269,111.391,20.687,68.008,0.055,993.406,8.988,2.587,95.129,9.186
2018-04-11 12:00:00+00:00,44.374,351.365,356.162,49.844,8.96,36.086,0.005,997.665,7.468,2.791,98.452,9.528
2018-04-12 12:00:00+00:00,44.058,348.052,352.129,50.153,9.224,36.851,0.007,994.242,6.849,3.298,99.335,9.305
2018-04-13 12:00:00+00:00,43.788,347.944,357.235,60.828,10.893,40.644,0.002,998.09,7.946,1.817,91.992,9.128
2018-04-14 12:00:00+00:00,43.317,325.04,375.933,211.557,39.047,121.616,0,1007.117,10.806,1.761,76.991,9.78
2018-04-15 12:00:00+00:00,43.132,350.108,365.94,91.735,17.523,58.381,0.007,1000.997,9.544,2.295,93.715,10.504
2018-04-16 12:00:00+00:00,42.999,325.1,366.323,172.307,33.037,98.047,0,1004.287,10.154,3.095,74.8,10.575
2018-04-17 12:00:00+00:00,42.721,321.504,379.888,212.499,40.522,113.594,0,1011.214,12.937,4.295,68.323,10.756
2018-04-18 12:00:00+00:00,42.466,312.646,392.075,265.434,51.146,134.858,0,1018.021,14.764,2.16,73.707,11.754
2018-04-19 12:00:00+00:00,42.173,321.537,398.329,271.851,51.923,143.137,0,1014.734,16.979,1.49,62.061,12.836
2018-04-20 12:00:00+00:00,41.802,328.138,396.515,255.753,48.873,138.503,0,1013.557,15.704,1.683,74.34,13.599
2018-04-21 12:00:00+00:00,41.506,329.608,388.41,248.922,47.589,142.531,0,1011.497,13.098,1.861,76.294,14.081
2018-04-22 12:00:00+00:00,40.623,334.746,400.069,254.4,49.758,139.319,0,1000.886,16.255,2.735,69.655,14.39
2018-04-23 12:00:00+00:00,39.691,306.692,375.329,209.924,42.693,98.593,0,1005.127,11.399,3.329,70.541,14.194
2018-04-24 12:00:00+00:00,38.898,357.862,379.367,93.201,18.701,52.997,0,1002.69,12.493,3.754,77.776,13.644
2018-04-25 12:00:00+00:00,38.178,322.721,368.365,202.94,41.021,116.276,0.038,1001.111,9.864,3.343,75.355,13.379
2018-04-26 12:00:00+00:00,37.069,287.821,363.846,257.917,52.508,129.384,0,1005.032,9.221,3.226,69.689,12.945
2018-04-27 12:00:00+00:00,36.578,340.692,354.535,55.784,11.778,30.163,0.125,999.389,7.62,1.381,92.919,12.377
2018-04-28 12:00:00+00:00,36.623,353.856,356.092,46.787,9.331,35.221,0.092,999.51,7.68,2.85,96.652,11.885
2018-04-29 12:00:00+00:00,36.866,344.148,347.275,46.186,9.331,33.727,0,1001.041,6.045,4.612,94.59,11.319
2018-04-30 12:00:00+00:00,41.987,329.125,341.688,50.793,9.384,28.847,0.291,994.641,5.362,6.274,87.034,10.254
2018-05-01 12:00:00+00:00,44.367,280.946,361.25,287.57,56.416,150.85,0,999.2,8.331,3.313,65.064,10.135
2018-05-02 12:00:00+00:00,44.131,320.198,355.638,96.826,20.807,40.579,0.092,997.186,8.509,3.55,83.784,10.82
2018-05-03 12:00:00+00:00,44.13,301.475,365.902,240.697,46.878,129.391,0,1009.211,9.171,1.663,73.789,10.732
2018-05-04 12:00:00+00:00,43.064,324.304,383.167,270.094,52.525,158.706,0,1014.147,12.226,1.305,71.898,11.949
2018-05-05 12:00:00+00:00,41.692,296.312,380.973,314.904,63.064,167.18,0,1016.447,12.681,1.235,64.075,12.818
2018-05-06 12:00:00+00:00,40.63,304.417,388.846,316.143,63.965,167.749,0,1013.395,14.214,1.518,66.301,13.401
2018-05-07 12:00:00+00:00,39.286,313.46,395.55,314.438,63.959,168.389,0,1008.55,16.017,1.393,65.712,14.002
2018-05-08 12:00:00+00:00,37.707,343.721,402.352,284.997,57.692,168.673,0,1000.583,16.894,1.537,69.77,14.574
2018-05-09 12:00:00+00:00,35.989,319.546,391.942,280.298,58.004,149.898,0,999.144,13.954,1.568,78.798,15.286
2018-05-10 12:00:00+00:00,34.488,320.371,377.973,253.173,52.614,142.957,0.002,1004.847,11.538,2.162,72.575,15.2
2018-05-11 12:00:00+00:00,33.327,319.881,378.465,276.194,58.707,158.904,0,1007.427,11.626,2.478,74.972,14.902
2018-05-12 12:00:00+00:00,32.437,355.494,382.569,148.653,31.51,90.068,0.207,1003.143,12.826,1.329,83.112,14.879
2018-05-13 12:00:00+00:00,32.233,342.354,377.027,180.509,38.109,107.726,0,1005.034,11.67,1.8,84.252,14.747
2018-05-14 12:00:00+00:00,32.152,325.846,376.983,208.943,44.474,113.331,0,1009.684,12.162,4.671,70.326,14.382
2018-05-15 12:00:00+00:00,31.858,330.294,393.254,318.247,64.64,190.646,0,1010.295,14.032,3.525,82.19,14.635
